PM25,PM10,CO,NO2,SO2,O3,predicted_PM25,predicted_PM10,predicted_CO,predicted_NO2,predicted_SO2,predicted_O3,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,season_spring,season_summer,season_winter,avgtemp,avgrh,minrh,avgws,maxws,maxwswd,extremews,extremewswd,daylight,precipitation
3.9908341858524357,4.867534450455582,7.496097345175956,3.571221410645704,2.7536607123542622,2.917770732084279,4.381898,4.908101,7.0294003,3.41385,3.356455,3.5667038,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,2.564361395569783,-0.3835376149224138,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.1796489366609018,-1.597813428311083,-0.754984248160467,1.518507184388691,0.27490473430363893,-1.1194294726661478,0.35252409564829174,-1.3437746049289003,-1.2556771481988338,-0.3557274204398976
4.3489867805956814,4.882801922586371,7.208600337960199,3.5085558999826545,2.7536607123542622,3.258096538021482,5.228839,5.5437937,7.650322,3.7751012,3.3909173,3.57582,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,2.564361395569783,-0.3835376149224138,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,2.453676396601136,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.2767136282743043,-0.2666729260224096,0.3425180784864116,1.2019964960427607,-0.2812831324105608,-1.3495440319622802,-0.27672138498827187,-1.3437746049289003,-1.2556771481988338,-0.3557274204398976
4.272490747605575,4.983606621708336,7.333676395657684,3.5403794457954922,3.0252910757955354,2.6026896854443837,5.3645196,5.530165,7.8361397,3.642178,3.4712522,3.2441385,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,2.564361395569783,-0.3835376149224138,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,2.457880483381614,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.5326114516187292,-0.5861466465716912,-0.44830827065830703,-0.7833297410528632,-1.140846199150688,-0.8893149133700154,-1.4097673366512316,-0.6436157821924405,-1.2556771481988338,-0.3557274204398976
4.507557357121091,5.375278407684165,7.6783263565068856,3.85946575468947,3.122364924487357,2.9831534913471307,4.9136004,5.444982,7.6231914,3.907502,3.4382563,3.1628435,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,2.564361395569783,-0.3835376149224138,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,2.44532039551767,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.4884911372490008,-1.2783397077618013,-0.31226170318424284,-1.2701777002702244,-0.4329707324235245,-0.8893149133700154,-0.6073802332911629,-0.8770020564379272,-1.2556771481988338,-0.3557274204398976
5.072043922224899,5.537334267018537,7.796057974316123,3.903990833730882,3.0587070727153796,3.1023420086122493,5.003103,5.8668585,8.30104,3.9606378,3.2388391,3.273931,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,2.564361395569783,-0.3835376149224138,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,-0.40894436648589017,2.457880483381614,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.67379645760186,-0.4796554063885973,-0.06712630022226108,-0.9378156753013605,-1.2419712658259972,0.9516015609990436,-1.5885942480371922,0.2899293147895058,-1.2556771481988338,-0.3557274204398976
5.217649463480582,5.472270673671475,7.719129840906732,3.7125959807312525,2.8791984572980396,3.548179572010801,5.3224845,5.4808717,7.489445,3.514166,3.2892232,3.4476776,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,2.564361395569783,-0.3835376149224138,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,2.4329149480630576,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.6032039546102945,-0.4264097862970504,-0.5952497577054289,-1.4497267626719523,-0.584658332436488,-0.659200354073883,-1.0310808463430148,-0.6436157821924405,-1.2556771481988338,-0.3557274204398976
5.184588601219693,4.941642422609304,6.898714534329988,3.0689827352935835,1.9878743481543455,3.855452653939752,4.9473596,5.2383637,6.9617605,3.6327434,3.2931433,3.2508066,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,2.564361395569783,-0.3835376149224138,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,2.457880483381614,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.1708248737869562,-0.745883506846332,0.09738267552442982,0.3555378958210234,-0.7363459324494518,1.181716120295176,-0.741828337282809,0.9900881375259656,-1.2556771481988338,-0.3557274204398976
3.856510295497887,4.543294782270004,6.580639137284949,3.017493765335504,1.7749523509116738,3.8815637979434374,4.4392643,4.473674,7.123586,3.3277879,2.919821,3.6941268,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,2.564361395569783,-0.3835376149224138,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.426722697131381,-1.2250940876702543,-1.2283039774155935,1.9430224721915437,2.7019063345110568,1.6419452388874407,1.9877724779479715,1.6902469602624253,0.5728020813251977,-0.3557274204398976
3.459466289786131,4.0943445622221,6.447305862541213,3.0689827352935835,2.4423470353692043,3.828641396489095,4.5924716,4.4151087,7.217684,3.3424416,2.9575644,3.7848806,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,2.564361395569783,-0.3835376149224138,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,2.453676396601136,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.400250508509544,-1.9172871488603644,-1.7207799350279578,1.6661247631024179,2.651343801173402,1.872059798183573,2.177639203677251,1.9236332345079117,0.6202950483258219,-0.3557274204398976
3.6506582412937387,4.356708826689592,6.580639137284949,3.2519236789144013,2.379546134130174,3.58351893845611,4.326919,5.0419965,7.0000153,3.1647875,2.6808407,3.3083017,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,2.564361395569783,-0.3835376149224138,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,2.457880483381614,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.5414355144926748,-2.0237783890434584,-1.1233732151885976,0.3555378958210234,0.42659233431660243,1.872059798183573,0.8951186128259518,1.9236332345079117,0.7152809823270704,-0.3557274204398976
